SalesOrderID,DateKey,ProductKey,CustomerKey,RegionKey,SalespersonKey,Quantity,UnitPrice,DiscountPct,SalesAmount,COGS,Profit
SO105547,20230515,12,181,1,7,2,299000,0.05,568100,240000,328100
SO111682,20230515,14,297,4,7,1,59000,0.15,50200,12000,38200
SO100242,20230516,7,12,6,9,5,499000,0.1,2245500,1400000,845500
SO108545,20230516,13,189,18,3,5,89000,0.0,445000,125000,320000
SO101664,20230516,14,145,14,7,2,59000,0.05,112100,24000,88100
SO101864,20230516,4,179,2,4,2,8999000,0.0,17998000,12400000,5598000
SO102311,20230516,8,161,2,8,1,799000,0.0,799000,420000,379000
SO102992,20230516,10,265,14,10,1,599000,0.05,569000,310000,259000
SO104412,20230517,18,163,14,6,3,649000,0.05,1849600,960000,889600
SO111244,20230517,20,93,1,4,5,129000,0.0,645000,275000,370000
SO109716,20230517,20,123,17,2,3,129000,0.05,367600,165000,202600
SO102158,20230517,16,113,15,12,4,1599000,0.0,6396000,3680000,2716000
SO110507,20230517,7,143,9,6,1,499000,0.05,474000,280000,194000
SO107663,20230517,19,23,1,6,5,169000,0.0,845000,375000,470000
SO108198,20230517,12,288,2,10,2,299000,0.0,598000,240000,358000
SO104464,20230517,19,114,7,7,4,169000,0.05,642200,300000,342200
SO101359,20230517,10,82,3,9,1,599000,0.05,569000,310000,259000
SO110802,20230517,5,97,1,1,3,3999000,0.0,11997000,8700000,3297000
SO103232,20230517,10,80,1,11,5,599000,0.0,2995000,1550000,1445000
SO109702,20230518,9,254,2,3,2,349000,0.05,663100,380000,283100
SO106991,20230518,11,222,15,9,5,199000,0.0,995000,425000,570000
SO104122,20230518,17,163,14,10,2,329000,0.1,592200,300000,292200
SO108187,20230518,7,15,7,8,2,499000,0.05,948100,560000,388100
SO102219,20230518,5,197,3,3,1,3999000,0.0,3999000,2900000,1099000
SO103101,20230518,11,201,9,6,2,199000,0.0,398000,170000,228000
SO105938,20230519,10,121,13,7,5,599000,0.0,2995000,1550000,1445000
SO104125,20230519,10,25,12,7,4,599000,0.0,2396000,1240000,1156000
SO107672,20230519,6,56,7,2,1,2199000,0.05,2089000,1350000,739000
SO104150,20230519,12,8,8,10,5,299000,0.05,1420200,600000,820200
SO109571,20230519,14,47,3,12,4,59000,0.1,212400,48000,164400
SO111167,20230519,12,83,8,8,1,299000,0.0,299000,120000,179000
SO100837,20230519,12,263,2,6,5,299000,0.0,1495000,600000,895000
SO111704,20230519,16,201,9,10,3,1599000,0.0,4797000,2760000,2037000
SO102245,20230520,8,211,1,10,5,799000,0.0,3995000,2100000,1895000
SO108455,20230520,7,131,6,5,2,499000,0.0,998000,560000,438000
SO111224,20230520,15,81,17,8,3,899000,0.0,2697000,1440000,1257000
SO111009,20230520,11,250,7,7,2,199000,0.05,378100,170000,208100
SO111420,20230520,17,214,3,12,1,329000,0.05,312600,150000,162600
SO111554,20230520,7,212,1,11,1,499000,0.0,499000,280000,219000
SO108993,20230520,20,90,6,5,2,129000,0.0,258000,110000,148000
SO106794,20230520,19,53,1,10,4,169000,0.0,676000,300000,376000
SO101683,20230520,14,105,2,11,3,59000,0.1,159300,36000,123300
SO100179,20230520,20,194,14,7,4,129000,0.0,516000,220000,296000
SO103891,20230520,16,140,3,10,1,1599000,0.0,1599000,920000,679000
SO108917,20230520,13,262,1,12,5,89000,0.0,445000,125000,320000
SO111782,20230521,12,205,7,6,2,299000,0.05,568100,240000,328100
SO110392,20230521,19,231,18,6,3,169000,0.0,507000,225000,282000
SO109723,20230521,15,270,6,9,1,899000,0.1,809100,480000,329100
SO101111,20230521,9,78,1,1,5,349000,0.0,1745000,950000,795000
SO101765,20230521,8,238,3,10,3,799000,0.0,2397000,1260000,1137000
SO110876,20230521,19,56,7,1,1,169000,0.0,169000,75000,94000
SO109801,20230521,13,292,11,12,4,89000,0.0,356000,100000,256000
SO111057,20230521,7,36,1,1,4,499000,0.1,1796400,1120000,676400
SO104616,20230521,14,59,1,9,5,59000,0.0,295000,60000,235000
SO103088,20230521,14,7,8,9,1,59000,0.0,59000,12000,47000
SO106860,20230522,3,24,12,7,3,1999000,0.0,5997000,4350000,1647000
SO110216,20230522,19,298,3,10,3,169000,0.0,507000,225000,282000
SO104813,20230522,17,178,1,10,5,329000,0.0,1645000,750000,895000
SO107421,20230523,15,89,3,6,5,899000,0.0,4495000,2400000,2095000
SO108880,20230523,3,60,1,3,2,1999000,0.0,3998000,2900000,1098000
SO105507,20230523,3,261,2,5,1,1999000,0.0,1999000,1450000,549000
SO106322,20230523,19,26,5,5,3,169000,0.05,481600,225000,256600
SO104593,20230523,2,92,3,1,3,4499000,0.0,13497000,9300000,4197000
SO110436,20230523,19,16,1,4,5,169000,0.0,845000,375000,470000
SO110323,20230523,1,240,8,3,5,13999000,0.0,69995000,49000000,20995000
SO108971,20230523,9,263,2,9,5,349000,0.0,1745000,950000,795000
SO106127,20230523,14,99,3,11,5,59000,0.05,280200,60000,220200
SO102181,20230523,20,104,12,3,1,129000,0.05,122600,55000,67600
SO101560,20230524,11,197,3,4,1,199000,0.0,199000,85000,114000
SO104364,20230524,20,13,1,12,5,129000,0.0,645000,275000,370000
SO110236,20230524,10,4,3,4,2,599000,0.0,1198000,620000,578000
SO109782,20230524,13,104,12,5,4,89000,0.15,302600,100000,202600
SO107186,20230524,14,105,2,7,4,59000,0.0,236000,48000,188000
SO101384,20230524,19,253,1,2,1,169000,0.05,160600,75000,85600
SO102860,20230524,10,38,2,3,4,599000,0.0,2396000,1240000,1156000
SO103104,20230524,11,72,6,3,1,199000,0.1,179100,85000,94100
SO105715,20230524,6,229,12,9,2,2199000,0.05,4178100,2700000,1478100
SO108756,20230524,10,154,2,5,5,599000,0.0,2995000,1550000,1445000
SO110014,20230525,15,89,3,2,4,899000,0.0,3596000,1920000,1676000
SO109033,20230525,13,244,7,11,5,89000,0.0,445000,125000,320000
SO102532,20230525,14,65,8,12,4,59000,0.0,236000,48000,188000
SO106524,20230525,18,290,14,1,1,649000,0.05,616600,320000,296600
SO103510,20230525,3,127,2,1,3,1999000,0.05,5697200,4350000,1347200
SO110789,20230526,12,266,1,5,2,299000,0.0,598000,240000,358000
SO100374,20230526,4,190,10,3,3,8999000,0.05,25647200,18600000,7047200
SO108059,20230526,20,267,5,2,4,129000,0.0,516000,220000,296000
SO110261,20230526,12,121,13,7,3,299000,0.05,852200,360000,492200
SO101317,20230526,14,18,18,5,1,59000,0.0,59000,12000,47000
SO103559,20230526,9,99,3,10,5,349000,0.0,1745000,950000,795000
SO111668,20230526,12,179,2,6,3,299000,0.1,807300,360000,447300
SO106746,20230526,20,145,14,12,2,129000,0.0,258000,110000,148000
SO103395,20230526,15,288,2,1,4,899000,0.1,3236400,1920000,1316400
SO100153,20230526,2,12,6,10,5,4499000,0.1,20245500,15500000,4745500
SO108812,20230527,14,198,9,11,3,59000,0.0,177000,36000,141000
SO108820,20230527,10,66,12,9,5,599000,0.1,2695500,1550000,1145500
SO107536,20230527,11,28,2,12,5,199000,0.0,995000,425000,570000
SO106395,20230527,11,256,9,3,5,199000,0.0,995000,425000,570000
SO101020,20230527,15,166,4,3,1,899000,0.0,899000,480000,419000
SO104139,20230527,13,261,2,7,4,89000,0.1,320400,100000,220400
SO109066,20230527,11,176,1,10,2,199000,0.0,398000,170000,228000
SO104892,20230527,1,95,3,11,1,13999000,0.0,13999000,9800000,4199000
SO108677,20230527,5,137,6,8,5,3999000,0.1,17995500,14500000,3495500
SO111926,20230527,16,149,2,10,1,1599000,0.05,1519000,920000,599000
SO111944,20230527,14,139,2,2,1,59000,0.1,53100,12000,41100
SO108399,20230527,11,87,6,4,5,199000,0.0,995000,425000,570000
SO100476,20230528,14,32,7,7,1,59000,0.1,53100,12000,41100
SO100923,20230528,10,23,1,2,1,599000,0.05,569000,310000,259000
SO102428,20230528,13,180,1,2,4,89000,0.05,338200,100000,238200
SO110888,20230528,18,280,6,8,1,649000,0.0,649000,320000,329000
SO105781,20230528,13,246,3,3,1,89000,0.1,80100,25000,55100
SO107284,20230528,7,220,6,7,1,499000,0.0,499000,280000,219000
SO101790,20230528,19,89,3,6,5,169000,0.0,845000,375000,470000
SO105510,20230528,20,153,3,7,4,129000,0.0,516000,220000,296000
SO105334,20230529,14,287,6,5,3,59000,0.05,168200,36000,132200
SO103788,20230529,15,276,7,2,3,899000,0.05,2562200,1440000,1122200
SO109430,20230529,5,34,1,8,3,3999000,0.1,10797300,8700000,2097300
SO102110,20230529,11,243,3,8,2,199000,0.0,398000,170000,228000
SO107239,20230529,8,193,1,11,3,799000,0.0,2397000,1260000,1137000
SO108115,20230529,3,136,11,9,1,1999000,0.1,1799100,1450000,349100
SO110050,20230529,14,166,4,12,1,59000,0.05,56000,12000,44000
SO103526,20230529,1,266,1,8,2,13999000,0.0,27998000,19600000,8398000
SO110867,20230529,15,295,8,8,5,899000,0.0,4495000,2400000,2095000
SO108577,20230529,19,132,5,6,5,169000,0.15,718200,375000,343200
SO103346,20230530,9,274,17,2,1,349000,0.1,314100,190000,124100
SO104416,20230530,14,216,2,1,5,59000,0.1,265500,60000,205500
SO107137,20230530,14,137,6,2,5,59000,0.0,295000,60000,235000
SO102299,20230530,10,152,3,1,5,599000,0.0,2995000,1550000,1445000
SO105225,20230530,13,294,8,2,3,89000,0.0,267000,75000,192000
SO102424,20230530,13,282,14,1,5,89000,0.0,445000,125000,320000
SO101909,20230531,20,221,3,7,4,129000,0.0,516000,220000,296000
SO108877,20230531,17,214,3,10,1,329000,0.0,329000,150000,179000
SO101390,20230531,11,70,8,5,3,199000,0.0,597000,255000,342000
SO108935,20230531,13,288,2,3,5,89000,0.0,445000,125000,320000
SO105159,20230531,14,283,11,4,5,59000,0.0,295000,60000,235000
SO100418,20230531,11,174,4,12,2,199000,0.0,398000,170000,228000
SO104363,20230531,10,193,1,7,4,599000,0.05,2276200,1240000,1036200
SO107350,20230531,19,253,1,4,5,169000,0.05,802800,375000,427800
SO103651,20230531,14,254,2,9,3,59000,0.0,177000,36000,141000
SO102774,20230601,7,56,7,5,5,499000,0.0,2495000,1400000,1095000
SO110455,20230601,13,80,1,4,2,89000,0.1,160200,50000,110200
SO107438,20230601,13,241,4,3,2,89000,0.05,169100,50000,119100
SO109328,20230601,17,97,1,3,1,329000,0.0,329000,150000,179000
SO109274,20230601,13,75,12,1,3,89000,0.1,240300,75000,165300
SO109597,20230601,13,139,2,1,1,89000,0.1,80100,25000,55100
SO106432,20230601,10,272,6,2,3,599000,0.05,1707200,930000,777200
SO106600,20230601,5,51,4,10,5,3999000,0.0,19995000,14500000,5495000
SO107942,20230601,14,123,17,12,3,59000,0.0,177000,36000,141000
SO105515,20230601,19,150,11,2,2,169000,0.05,321100,150000,171100
SO103578,20230601,18,160,2,9,2,649000,0.0,1298000,640000,658000
SO102133,20230602,19,204,3,8,4,169000,0.0,676000,300000,376000
SO106450,20230602,14,239,5,8,3,59000,0.0,177000,36000,141000
SO107440,20230602,13,202,1,7,2,89000,0.15,151300,50000,101300
SO103389,20230602,20,166,4,5,4,129000,0.05,490200,220000,270200
SO104187,20230602,8,216,2,3,5,799000,0.0,3995000,2100000,1895000
SO100023,20230602,14,136,11,1,3,59000,0.0,177000,36000,141000
SO105761,20230602,18,153,3,10,4,649000,0.0,2596000,1280000,1316000
SO104404,20230603,7,69,8,6,5,499000,0.0,2495000,1400000,1095000
SO108163,20230603,12,154,2,2,1,299000,0.0,299000,120000,179000
SO107601,20230603,15,91,14,5,1,899000,0.0,899000,480000,419000
SO110490,20230603,10,289,2,6,4,599000,0.0,2396000,1240000,1156000
SO108051,20230603,2,62,14,3,5,4499000,0.1,20245500,15500000,4745500
SO111925,20230603,11,211,1,11,3,199000,0.0,597000,255000,342000
SO103115,20230604,1,160,2,1,2,13999000,0.0,27998000,19600000,8398000
SO106360,20230604,16,35,6,1,1,1599000,0.05,1519000,920000,599000
SO105127,20230604,18,96,1,4,5,649000,0.0,3245000,1600000,1645000
SO111334,20230604,12,101,2,6,3,299000,0.05,852200,360000,492200
SO104536,20230604,20,6,1,6,1,129000,0.1,116100,55000,61100
SO101983,20230605,14,157,12,2,4,59000,0.0,236000,48000,188000
SO110653,20230605,9,22,6,4,4,349000,0.0,1396000,760000,636000
SO107094,20230605,14,120,12,4,2,59000,0.0,118000,24000,94000
SO105503,20230605,10,250,7,3,2,599000,0.0,1198000,620000,578000
SO102450,20230605,17,144,1,7,1,329000,0.05,312600,150000,162600
SO104695,20230605,7,269,15,3,1,499000,0.1,449100,280000,169100
SO101118,20230605,19,168,4,9,5,169000,0.1,760500,375000,385500
SO103416,20230605,7,14,1,12,2,499000,0.05,948100,560000,388100
SO105328,20230605,20,92,3,7,5,129000,0.0,645000,275000,370000
SO101092,20230606,4,56,7,5,2,8999000,0.1,16198200,12400000,3798200
SO108603,20230606,17,69,8,6,5,329000,0.05,1562800,750000,812800
SO102146,20230606,19,233,7,1,1,169000,0.05,160600,75000,85600
SO105376,20230606,14,211,1,8,3,59000,0.0,177000,36000,141000
SO100154,20230606,12,148,1,12,4,299000,0.1,1076400,480000,596400
SO107516,20230606,11,50,9,1,2,199000,0.0,398000,170000,228000
SO108453,20230606,16,290,14,2,3,1599000,0.0,4797000,2760000,2037000
SO103767,20230606,13,80,1,4,1,89000,0.05,84600,25000,59600
SO100906,20230607,3,7,8,6,4,1999000,0.0,7996000,5800000,2196000
SO100008,20230607,19,13,1,1,1,169000,0.0,169000,75000,94000
SO108136,20230607,13,194,14,6,3,89000,0.0,267000,75000,192000
SO110999,20230607,12,46,17,12,1,299000,0.0,299000,120000,179000
SO106078,20230607,15,188,1,11,2,899000,0.05,1708100,960000,748100
SO105980,20230607,5,184,6,12,1,3999000,0.0,3999000,2900000,1099000
SO111091,20230607,7,238,3,10,1,499000,0.0,499000,280000,219000
SO102253,20230607,14,210,3,2,3,59000,0.0,177000,36000,141000
SO107259,20230607,20,98,7,3,4,129000,0.0,516000,220000,296000
SO104016,20230608,11,29,1,11,2,199000,0.05,378100,170000,208100
SO110962,20230608,2,262,1,3,1,4499000,0.0,4499000,3100000,1399000
SO104798,20230608,20,125,1,4,5,129000,0.0,645000,275000,370000
SO104993,20230608,14,285,5,7,3,59000,0.0,177000,36000,141000
SO106189,20230608,13,209,1,6,2,89000,0.05,169100,50000,119100
SO104929,20230608,8,184,6,9,1,799000,0.0,799000,420000,379000
SO111369,20230608,20,160,2,3,4,129000,0.0,516000,220000,296000
SO105031,20230608,14,48,4,12,1,59000,0.05,56000,12000,44000
SO106536,20230608,17,293,17,6,3,329000,0.1,888300,450000,438300
SO103098,20230609,14,74,13,11,4,59000,0.05,224200,48000,176200
SO100294,20230609,17,289,2,9,4,329000,0.0,1316000,600000,716000
SO107271,20230609,12,113,15,6,5,299000,0.0,1495000,600000,895000
SO107843,20230609,14,94,3,11,2,59000,0.0,118000,24000,94000
SO101682,20230609,14,80,1,6,4,59000,0.0,236000,48000,188000
SO109973,20230609,20,92,3,8,3,129000,0.0,387000,165000,222000
SO107984,20230609,11,212,1,8,4,199000,0.05,756200,340000,416200
SO110093,20230609,11,255,1,3,5,199000,0.0,995000,425000,570000
SO111773,20230610,15,214,3,6,3,899000,0.0,2697000,1440000,1257000
SO107908,20230610,11,220,6,10,5,199000,0.05,945200,425000,520200
SO105464,20230610,11,9,8,1,2,199000,0.0,398000,170000,228000
SO110606,20230610,7,97,1,12,5,499000,0.05,2370200,1400000,970200
SO100251,20230610,16,66,12,4,3,1599000,0.1,4317300,2760000,1557300
SO103267,20230610,3,211,1,7,1,1999000,0.0,1999000,1450000,549000
SO110106,20230610,19,148,1,1,5,169000,0.05,802800,375000,427800
SO106628,20230610,14,243,3,6,2,59000,0.05,112100,24000,88100
SO108678,20230610,1,171,1,6,3,13999000,0.05,39897200,29400000,10497200
SO110635,20230610,13,118,2,8,3,89000,0.0,267000,75000,192000
SO109888,20230610,4,95,3,4,5,8999000,0.0,44995000,31000000,13995000
SO100586,20230610,11,162,1,1,3,199000,0.1,537300,255000,282300
SO106286,20230611,3,285,5,9,3,1999000,0.0,5997000,4350000,1647000
SO102966,20230611,11,7,8,10,1,199000,0.0,199000,85000,114000
SO101102,20230611,14,186,3,5,3,59000,0.0,177000,36000,141000
SO101776,20230611,13,5,1,3,3,89000,0.05,253600,75000,178600
SO103273,20230611,14,213,6,6,1,59000,0.0,59000,12000,47000
SO101706,20230611,14,225,7,2,3,59000,0.1,159300,36000,123300
SO111795,20230611,19,142,8,3,5,169000,0.0,845000,375000,470000
SO100083,20230611,20,244,7,7,1,129000,0.1,116100,55000,61100
SO109507,20230611,14,81,17,9,1,59000,0.0,59000,12000,47000
SO104903,20230611,18,181,1,12,3,649000,0.05,1849600,960000,889600
SO109093,20230611,9,190,10,8,4,349000,0.0,1396000,760000,636000
SO107207,20230612,14,230,8,12,4,59000,0.0,236000,48000,188000
SO104774,20230612,11,55,3,8,2,199000,0.0,398000,170000,228000
SO107797,20230612,14,34,1,11,2,59000,0.0,118000,24000,94000
SO111586,20230612,13,153,3,8,1,89000,0.0,89000,25000,64000
SO101414,20230612,14,63,1,9,5,59000,0.0,295000,60000,235000
SO109907,20230612,20,250,7,5,5,129000,0.1,580500,275000,305500
SO107268,20230612,7,2,1,10,5,499000,0.05,2370200,1400000,970200
SO107555,20230612,14,159,4,3,4,59000,0.1,212400,48000,164400
SO102775,20230612,14,3,1,9,1,59000,0.0,59000,12000,47000
SO111934,20230612,15,195,3,8,3,899000,0.05,2562200,1440000,1122200
SO105854,20230612,20,59,1,4,2,129000,0.1,232200,110000,122200
SO106658,20230613,7,17,4,11,4,499000,0.0,1996000,1120000,876000
SO108480,20230613,14,18,18,10,1,59000,0.0,59000,12000,47000
SO111060,20230613,14,77,1,12,2,59000,0.0,118000,24000,94000
SO110325,20230613,13,140,3,10,1,89000,0.0,89000,25000,64000
SO103812,20230613,13,299,1,4,4,89000,0.05,338200,100000,238200
SO106464,20230613,1,103,8,7,3,13999000,0.0,41997000,29400000,12597000
SO108472,20230613,14,227,1,2,4,59000,0.0,236000,48000,188000
SO110103,20230613,15,166,4,3,1,899000,0.0,899000,480000,419000
SO103955,20230613,11,61,11,9,2,199000,0.0,398000,170000,228000
SO100666,20230613,14,100,15,11,3,59000,0.15,150400,36000,114400
SO104916,20230613,5,116,1,10,3,3999000,0.05,11397200,8700000,2697200
SO110946,20230614,20,90,6,8,1,129000,0.0,129000,55000,74000
SO108693,20230614,13,50,9,7,5,89000,0.0,445000,125000,320000
SO109740,20230615,1,203,14,4,1,13999000,0.1,12599100,9800000,2799100
SO103809,20230615,19,120,12,9,2,169000,0.0,338000,150000,188000
SO105538,20230615,18,257,12,2,1,649000,0.0,649000,320000,329000
SO100156,20230615,16,226,11,7,3,1599000,0.1,4317300,2760000,1557300
SO103415,20230615,17,7,8,4,5,329000,0.0,1645000,750000,895000
SO105605,20230616,10,214,3,2,2,599000,0.0,1198000,620000,578000
SO104121,20230616,13,252,7,3,4,89000,0.05,338200,100000,238200
SO101480,20230616,7,212,1,5,4,499000,0.1,1796400,1120000,676400
SO108783,20230616,11,29,1,7,5,199000,0.0,995000,425000,570000
SO104094,20230616,10,87,6,1,4,599000,0.0,2396000,1240000,1156000
SO103740,20230617,11,290,14,6,3,199000,0.0,597000,255000,342000
SO105599,20230617,15,61,11,12,5,899000,0.05,4270200,2400000,1870200
SO105438,20230617,11,258,2,10,5,199000,0.05,945200,425000,520200
SO110415,20230617,5,7,8,1,3,3999000,0.0,11997000,8700000,3297000
SO110048,20230617,12,187,5,12,1,299000,0.0,299000,120000,179000
SO105720,20230617,14,177,5,2,3,59000,0.0,177000,36000,141000
SO109209,20230617,20,106,1,5,4,129000,0.0,516000,220000,296000
SO101000,20230618,20,193,1,7,3,129000,0.0,387000,165000,222000
SO109030,20230618,14,223,3,5,3,59000,0.0,177000,36000,141000
SO105935,20230618,18,264,7,1,2,649000,0.0,1298000,640000,658000
SO101322,20230618,20,265,14,1,2,129000,0.05,245100,110000,135100
SO102936,20230618,10,295,8,10,2,599000,0.1,1078200,620000,458200
SO103555,20230618,13,226,11,4,1,89000,0.1,80100,25000,55100
SO102055,20230618,9,59,1,12,5,349000,0.0,1745000,950000,795000
SO104934,20230618,9,210,3,12,3,349000,0.0,1047000,570000,477000
SO109837,20230618,11,74,13,1,5,199000,0.0,995000,425000,570000
SO101767,20230618,7,183,2,9,3,499000,0.1,1347300,840000,507300
SO105797,20230618,12,21,18,9,5,299000,0.0,1495000,600000,895000
SO106777,20230618,17,97,1,5,4,329000,0.0,1316000,600000,716000
SO104070,20230618,17,133,1,9,3,329000,0.05,937600,450000,487600
SO101495,20230618,20,91,14,3,2,129000,0.05,245100,110000,135100
SO110384,20230618,20,58,16,4,1,129000,0.0,129000,55000,74000
SO104598,20230618,11,226,11,8,5,199000,0.0,995000,425000,570000
SO101300,20230618,9,163,14,7,2,349000,0.05,663100,380000,283100
SO111627,20230619,10,124,15,9,5,599000,0.05,2845200,1550000,1295200
SO108069,20230619,19,136,11,3,5,169000,0.05,802800,375000,427800
SO105956,20230619,1,29,1,8,2,13999000,0.0,27998000,19600000,8398000
SO103243,20230619,15,246,3,12,5,899000,0.05,4270200,2400000,1870200
SO103755,20230620,14,204,3,6,5,59000,0.0,295000,60000,235000
SO108881,20230620,9,61,11,8,5,349000,0.05,1657800,950000,707800
SO103207,20230620,17,53,1,7,4,329000,0.1,1184400,600000,584400
SO104064,20230620,13,257,12,9,5,89000,0.0,445000,125000,320000
SO106986,20230620,20,111,1,4,3,129000,0.05,367600,165000,202600
SO106970,20230620,13,111,1,5,2,89000,0.05,169100,50000,119100
SO107630,20230620,20,227,1,3,1,129000,0.0,129000,55000,74000
SO109191,20230620,19,2,1,7,3,169000,0.0,507000,225000,282000
SO111364,20230620,13,121,13,9,3,89000,0.0,267000,75000,192000
SO105517,20230620,11,161,2,5,5,199000,0.05,945200,425000,520200
SO101167,20230621,14,10,2,3,5,59000,0.05,280200,60000,220200
SO103554,20230621,18,3,1,8,5,649000,0.05,3082800,1600000,1482800
SO110752,20230621,1,117,2,8,3,13999000,0.0,41997000,29400000,12597000
SO111153,20230621,17,107,1,6,1,329000,0.0,329000,150000,179000
SO110980,20230621,13,74,13,1,1,89000,0.1,80100,25000,55100
SO109025,20230621,6,76,9,3,3,2199000,0.0,6597000,4050000,2547000
SO111514,20230621,5,263,2,10,1,3999000,0.0,3999000,2900000,1099000
SO106210,20230621,14,77,1,11,2,59000,0.0,118000,24000,94000
SO108309,20230621,20,188,1,9,1,129000,0.0,129000,55000,74000
SO107977,20230621,7,207,18,8,1,499000,0.0,499000,280000,219000
SO110179,20230621,17,112,4,6,4,329000,0.05,1250200,600000,650200
SO103083,20230622,17,133,1,11,1,329000,0.0,329000,150000,179000
SO101791,20230622,13,264,7,7,4,89000,0.0,356000,100000,256000
SO100433,20230622,5,190,10,7,1,3999000,0.05,3799000,2900000,899000
SO107587,20230622,11,162,1,8,4,199000,0.0,796000,340000,456000
SO107016,20230622,15,34,1,6,3,899000,0.05,2562200,1440000,1122200
SO110732,20230622,8,97,1,1,3,799000,0.0,2397000,1260000,1137000
SO108607,20230622,10,14,1,6,1,599000,0.0,599000,310000,289000
SO103242,20230622,14,211,1,3,5,59000,0.1,265500,60000,205500
SO107576,20230622,14,68,4,6,2,59000,0.0,118000,24000,94000
SO100788,20230622,20,31,2,1,2,129000,0.0,258000,110000,148000
SO100316,20230622,9,153,3,3,4,349000,0.1,1256400,760000,496400
SO106764,20230622,19,100,15,1,5,169000,0.05,802800,375000,427800
SO107704,20230623,20,110,2,2,2,129000,0.1,232200,110000,122200
SO102689,20230623,11,243,3,2,3,199000,0.0,597000,255000,342000
SO104477,20230623,14,172,1,12,4,59000,0.05,224200,48000,176200
SO105892,20230623,14,49,1,11,4,59000,0.0,236000,48000,188000
SO101874,20230623,13,53,1,8,1,89000,0.0,89000,25000,64000
SO100176,20230623,14,64,3,1,2,59000,0.05,112100,24000,88100
SO110859,20230623,14,261,2,3,5,59000,0.0,295000,60000,235000
SO106968,20230623,13,56,7,7,4,89000,0.0,356000,100000,256000
SO110503,20230623,14,103,8,10,1,59000,0.0,59000,12000,47000
SO111737,20230623,15,63,1,9,2,899000,0.1,1618200,960000,658200
SO111667,20230624,8,129,1,6,2,799000,0.05,1518100,840000,678100
SO104377,20230624,14,114,7,3,1,59000,0.0,59000,12000,47000
SO109388,20230624,7,264,7,2,2,499000,0.0,998000,560000,438000
SO105289,20230624,11,30,6,4,2,199000,0.0,398000,170000,228000
SO100575,20230624,9,149,2,9,2,349000,0.0,698000,380000,318000
SO104770,20230624,15,94,3,3,1,899000,0.0,899000,480000,419000
SO110111,20230624,18,224,1,3,2,649000,0.05,1233100,640000,593100
SO107608,20230624,14,241,4,9,4,59000,0.1,212400,48000,164400
SO106289,20230624,13,81,17,6,1,89000,0.0,89000,25000,64000
SO102029,20230624,9,288,2,2,3,349000,0.0,1047000,570000,477000
SO110274,20230624,13,112,4,4,3,89000,0.05,253600,75000,178600
SO102569,20230624,20,109,3,6,4,129000,0.0,516000,220000,296000
SO111935,20230624,13,86,2,12,2,89000,0.0,178000,50000,128000
SO111853,20230625,19,76,9,7,1,169000,0.05,160600,75000,85600
SO105625,20230625,19,127,2,2,1,169000,0.05,160600,75000,85600
SO104342,20230625,4,294,8,6,2,8999000,0.0,17998000,12400000,5598000
SO102863,20230625,14,90,6,4,1,59000,0.1,53100,12000,41100
SO108927,20230625,9,180,1,5,2,349000,0.0,698000,380000,318000
SO105265,20230625,14,253,1,3,5,59000,0.05,280200,60000,220200
SO106440,20230625,4,194,14,12,2,8999000,0.0,17998000,12400000,5598000
SO102396,20230625,11,27,6,4,3,199000,0.0,597000,255000,342000
SO105009,20230625,13,180,1,7,5,89000,0.1,400500,125000,275500
SO103185,20230626,13,101,2,1,2,89000,0.05,169100,50000,119100
SO106034,20230626,17,30,6,12,4,329000,0.0,1316000,600000,716000
SO106251,20230626,18,169,5,4,2,649000,0.0,1298000,640000,658000
SO102503,20230626,9,16,1,5,5,349000,0.05,1657800,950000,707800
SO109314,20230626,18,280,6,5,3,649000,0.05,1849600,960000,889600
SO104565,20230626,17,70,8,1,4,329000,0.05,1250200,600000,650200
SO100412,20230627,12,25,12,2,1,299000,0.0,299000,120000,179000
SO111653,20230627,6,208,2,7,4,2199000,0.0,8796000,5400000,3396000
SO100452,20230627,8,218,3,1,3,799000,0.0,2397000,1260000,1137000
SO100960,20230627,7,79,8,12,4,499000,0.0,1996000,1120000,876000
SO106098,20230627,7,35,6,9,2,499000,0.0,998000,560000,438000
SO103406,20230627,13,164,12,5,5,89000,0.0,445000,125000,320000
SO111989,20230627,20,203,14,6,5,129000,0.0,645000,275000,370000
SO103640,20230627,19,211,1,5,2,169000,0.05,321100,150000,171100
SO107613,20230627,13,204,3,1,5,89000,0.0,445000,125000,320000
SO101003,20230627,10,253,1,12,2,599000,0.0,1198000,620000,578000
SO105196,20230628,20,60,1,12,3,129000,0.05,367600,165000,202600
SO107994,20230628,14,279,12,6,3,59000,0.05,168200,36000,132200
SO109562,20230628,16,279,12,6,4,1599000,0.05,6076200,3680000,2396200
SO105019,20230628,7,79,8,7,5,499000,0.05,2370200,1400000,970200
SO110332,20230629,17,261,2,2,1,329000,0.0,329000,150000,179000
SO100670,20230629,11,89,3,5,1,199000,0.0,199000,85000,114000
SO104694,20230629,11,50,9,5,4,199000,0.0,796000,340000,456000
SO102137,20230629,20,283,11,5,3,129000,0.0,387000,165000,222000
SO109211,20230629,14,171,1,1,2,59000,0.0,118000,24000,94000
SO108984,20230629,19,43,8,10,2,169000,0.0,338000,150000,188000
SO106185,20230629,11,241,4,7,3,199000,0.0,597000,255000,342000
SO106240,20230629,19,31,2,11,5,169000,0.0,845000,375000,470000
